est_name,address,city,state,zip,phone,license_number,issued,expires,az,reg,fl,total,alzheimer,adult_day,county,full_address
Hawthorne Inn of Peoria,6906 N Stalworth Dr.,Peoria,IL,61615,3096931400,5100687,2019 Feb 28 12:00:00 AM,2020 Feb 28 12:00:00 AM,13.0,39.0,,52,True,False,Peoria,"6906 N Stalworth Dr., Peoria, IL"
Hawthorne Inn of Peru,1101 31st St,Peru,IL,61354,8152242200,5100695,2019 Feb 07 12:00:00 AM,2021 Feb 07 12:00:00 AM,13.0,39.0,,52,True,False,Lasalle,"1101 31st St, Peru, IL"
Hawthorne Inn of Pittsfield,625 Prospect St.,Pittsfield,IL,62363,2172855200,5102295,2017 Jun 27 12:00:00 AM,2019 Jun 27 12:00:00 AM,,22.0,,22,False,False,Pike,"625 Prospect St., Pittsfield, IL"
Hawthorne Inn of Rochelle,2201 Flagg Rd,Rochelle,IL,61068,8155614099,5106528,2018 Oct 01 12:00:00 AM,2020 Oct 01 12:00:00 AM,,,46.0,46,False,False,Ogle,"2201 Flagg Rd, Rochelle, IL"
Hawthorne Inn of Shelbyville,1111 W. North 12th St.,Shelbyville,IL,62565,2177741020,5102246,2018 Jun 06 12:00:00 AM,2020 Jun 06 12:00:00 AM,,20.0,,20,False,False,Shelby,"1111 W. North 12th St., Shelbyville, IL"
Hearthstone of Arlington Heights,800 W. Oakton St.,Arlington Heights,IL,60004,8473687300,5100729,2017 Aug 25 12:00:00 AM,2019 Aug 25 12:00:00 AM,,100.0,,100,False,False,Cook,"800 W. Oakton St., Arlington Heights, IL"
Hearthstone Village,840 N. Seminary Ave,Woodstock,IL,60098,8153382110,5101859,2018 Jul 12 12:00:00 AM,2019 Jul 12 12:00:00 AM,,73.0,,73,False,False,Mchenry,"840 N. Seminary Ave, Woodstock, IL"
Heartis Village of Orland Park,7420 W. 159th Street,Orland Park,IL,60462,7084441231,5106262,2018 Nov 26 12:00:00 AM,2019 Nov 26 12:00:00 AM,24.0,72.0,,96,True,False,Cook,"7420 W. 159th Street, Orland Park, IL"
Heartis Village of Peoria,8201 N. IL State Route 91,Peoria,nan,61615,3096933960,5105595,2019 Apr 08 12:00:00 AM,2020 Apr 08 12:00:00 AM,36.0,72.0,,108,True,False,Peoria,"8201 N. IL State Route 91, Peoria, IL"
Heritage House/Carthage,601 Locust St,Carthage,IL,62321,2173573651,5200180,2018 Jun 24 12:00:00 AM,2019 Jun 24 12:00:00 AM,,6.0,,6,False,False,Hancock,"601 Locust St, Carthage, IL"
"Heritage Woods of Huntley, LLC",12450 Regency Parkway,Huntley,IL,60142,8476695185,5103251,2018 Sep 26 12:00:00 AM,2019 Sep 26 12:00:00 AM,30.0,81.0,,111,True,True,Kane,"12450 Regency Parkway, Huntley, IL"
Herrin Affordable,400 Lou Ann Drive,Herrin,IL,62948,6189889540,5100810,2019 Mar 19 12:00:00 AM,2020 Mar 19 12:00:00 AM,,24.0,,24,False,False,Williamson,"400 Lou Ann Drive, Herrin, IL"
Herrin Market,400 Lou Ann Dr,Herrin,IL,62948,6189889540,5100828,2019 Mar 19 12:00:00 AM,2020 Mar 19 12:00:00 AM,,28.0,,28,False,False,Williamson,"400 Lou Ann Dr, Herrin, IL"
Hickory Estates of Taylorville,1091 E. 1500 N. Rd,Taylorville,IL,62568,2178243355,5105926,2019 Mar 01 12:00:00 AM,2020 Mar 01 12:00:00 AM,,46.0,,46,False,False,Christian,"1091 E. 1500 N. Rd, Taylorville, IL"
Hickory Point Christian Village,565 W. Marion Ave,Forsyth,IL,62535,2178721122,5102097,2019 May 18 12:00:00 AM,2021 May 18 12:00:00 AM,18.0,30.0,,48,True,False,Macon,"565 W. Marion Ave, Forsyth, IL"
Highlands at Westminster Place,3131 Simpson Street,Evanston,IL,60201,8478661605,5100745,2019 Apr 10 12:00:00 AM,2020 Apr 10 12:00:00 AM,,85.0,,85,False,False,Cook,"3131 Simpson Street, Evanston, IL"
Highlands of Lake Forest Place,1101 Pembridge Dr,Lake Forest,IL,60045,8476046700,5100752,2018 Sep 24 12:00:00 AM,2019 Sep 24 12:00:00 AM,,31.0,,31,False,False,Lake,"1101 Pembridge Dr, Lake Forest, IL"
Highview in the Woodlands,1000 Falcon Point Place,Rockton,IL,61072,8156246700,5100760,2018 Oct 08 12:00:00 AM,2019 Oct 08 12:00:00 AM,,36.0,,36,False,False,Winnebago,"1000 Falcon Point Place, Rockton, IL"
Home Care Advantage 1,646 Van Nortwick Court,Batavia,IL,60510,6306772850,5201436,2018 Aug 15 12:00:00 AM,2019 Aug 15 12:00:00 AM,,4.0,,4,False,False,Kane,"646 Van Nortwick Court, Batavia, IL"
Home Sweet Home of Arlington Hts.,207 W. Appletree Lane,Arlington Heights,nan,60004,8477978646,5201196,2018 Dec 01 12:00:00 AM,2019 Dec 01 12:00:00 AM,,4.0,,4,False,False,Cook,"207 W. Appletree Lane, Arlington Heights, IL"
Hopedale Commons,221 SW Railroad St,Hopedale,IL,61747,3094496790,5100802,2017 Dec 22 12:00:00 AM,2019 Dec 22 12:00:00 AM,,45.0,,45,False,False,Tazewell,"221 SW Railroad St, Hopedale, IL"
Imboden Creek Gardens,185 W. Imboden Dr,Decatur,IL,62521,2172331425,5100836,2018 Feb 24 12:00:00 AM,2020 Feb 24 12:00:00 AM,,46.0,,46,False,False,Macon,"185 W. Imboden Dr, Decatur, IL"
Inspirations,1000 N. 6th Ave.,St. Charles,nan,60174,6307122233,5201154,2017 Jun 15 12:00:00 AM,2019 Jun 15 12:00:00 AM,,6.0,,6,False,False,Kane,"1000 N. 6th Ave., St. Charles, IL"
Lake Barrington Woods,22320 Classic Ct.,Lake Barrington,nan,60010,8478428900,5104093,2019 Jan 26 12:00:00 AM,2020 Jan 26 12:00:00 AM,,,100.0,100,False,False,Lake,"22320 Classic Ct., Lake Barrington, IL"
Lakeview Memory Care Community,241 E. Lake St.,Bloomingdale,nan,60108,8474665183,5105728,2018 Sep 17 12:00:00 AM,2019 Sep 17 12:00:00 AM,46.0,,,46,True,True,Du Page,"241 E. Lake St., Bloomingdale, IL"
Lamoine Retirement Living (The),203 N. Randolph Street,Macomb,IL,61455,3095753018,5106676,2019 Mar 16 12:00:00 AM,2020 Mar 16 12:00:00 AM,24.0,22.0,,46,False,False,Mcdonough,"203 N. Randolph Street, Macomb, IL"
"Landings of Carbondale, LLC (The)",2100 Reed Station Parkway,Carbondale,IL,62901,6185199600,5106056,2018 Oct 30 12:00:00 AM,2019 Oct 30 12:00:00 AM,20.0,71.0,,91,True,True,Jackson,"2100 Reed Station Parkway, Carbondale, IL"
Lavender Ridge - Jacksonville,750 W. Walnut,Jacksonville,nan,62650,2172438550,5104515,2017 Oct 15 12:00:00 AM,2019 Oct 15 12:00:00 AM,28.0,,,28,True,False,Morgan,"750 W. Walnut, Jacksonville, IL"
Lavender Ridge - Olney,1304 N. East St.,Olney,nan,62450,6183924747,5105769,2018 Aug 17 12:00:00 AM,2019 Aug 17 12:00:00 AM,28.0,,,28,True,False,Richland,"1304 N. East St., Olney, IL"
Lavender Ridge Inc. - Mt. Vernon,1400 S. 34th St,Mt. Vernon,IL,62864,6182424050,5103087,2018 Jul 10 12:00:00 AM,2019 Jul 10 12:00:00 AM,28.0,,,28,True,False,Jefferson,"1400 S. 34th St, Mt. Vernon, IL"
"Lexington Sq LC Lombard, LLC",555 Foxworth Blvd.,Lombard,IL,60148,6306292900,5103194,2018 May 27 12:00:00 AM,2019 May 27 12:00:00 AM,68.0,58.0,,126,True,False,Dupage,"555 Foxworth Blvd., Lombard, IL"
Lexington Sq Lifecare Elmhurst,400 W. Butterfield Rd,Elmhurst,nan,60126,6308325959,5103889,2018 Oct 23 12:00:00 AM,2019 Oct 23 12:00:00 AM,,38.0,32.0,70,False,False,Dupage,"400 W. Butterfield Rd, Elmhurst, IL"
Liberty Court,124 Liberty Court,Dixon,nan,61021,8152852000,5106478,2018 Oct 11 12:00:00 AM,2019 Oct 11 12:00:00 AM,18.0,18.0,,36,True,False,Lee,"124 Liberty Court, Dixon, IL"
Liberty Village of Geneseo,920 S Chicago St.,Geneseo,IL,61254,3099440460,5100885,2018 Sep 26 12:00:00 AM,2020 Sep 26 12:00:00 AM,,,30.0,30,False,False,Henry,"920 S Chicago St., Geneseo, IL"
Liberty Village of Streator,2322 N Eastwood Ave.,Streator,IL,61364,8156721900,5100901,2017 Sep 20 12:00:00 AM,2019 Sep 20 12:00:00 AM,,16.0,14.0,30,False,False,Lasalle,"2322 N Eastwood Ave., Streator, IL"
Life's Journey Mattoon II,300 South Lerna Road South,Mattoon,IL,61938,2172343003,5105918,2018 May 22 12:00:00 AM,2019 May 22 12:00:00 AM,22.0,,,22,True,False,Coles,"300 South Lerna Road South, Mattoon, IL"
Life's Journey SL Mattoon,300 Lerna Road South,Mattoon,nan,61938,2172343003,5105272,2019 Jan 01 12:00:00 AM,2020 Jan 01 12:00:00 AM,28.0,,,28,True,False,Coles,"300 Lerna Road South, Mattoon, IL"
Life's Journey SL Pana,340 Illinois Route 29,Pana,nan,62557,2175623004,5201683,2018 Jan 01 12:00:00 AM,2020 Jan 01 12:00:00 AM,15.0,,,15,True,False,Christian,"340 Illinois Route 29, Pana, IL"
Life's Journey SL Paris,705 Kenton Avenue,Paris,nan,61944,2174633003,5105264,2019 Jan 01 12:00:00 AM,2020 Jan 01 12:00:00 AM,24.0,,,24,True,False,Edgar,"705 Kenton Avenue, Paris, IL"
Life's Journey SL Taylorville,920 McAdam Drive,Taylorville,nan,62568,2172877000,5105298,2019 Jan 01 12:00:00 AM,2020 Jan 01 12:00:00 AM,46.0,,,46,True,False,Christian,"920 McAdam Drive, Taylorville, IL"
Lincolnshire Place,710 Vellagio,Sycamore,IL,60178,8158959870,5103475,2018 Jun 02 12:00:00 AM,2019 Jun 02 12:00:00 AM,40.0,,,40,True,False,Dekalb,"710 Vellagio, Sycamore, IL"
Lincolnshire Place - Decatur,1215 W. Arbor Drive,Decatur,nan,62526,2178751440,5104739,2018 Mar 21 12:00:00 AM,2020 Mar 21 12:00:00 AM,40.0,,,40,True,False,Macon,"1215 W. Arbor Drive, Decatur, IL"
Lincolnshire Place Loves Park,6617 Broadcast Parkway,Loves Park,IL,61111,8156335880,5103640,2019 Mar 05 12:00:00 AM,2020 Mar 05 12:00:00 AM,40.0,,,40,True,False,Winnebago,"6617 Broadcast Parkway, Loves Park, IL"
Lincolnwood Place,7000 N. McCormick Blvd,Lincolnwood,IL,60712,8476864739,5106692,2019 Mar 30 12:00:00 AM,2020 Mar 30 12:00:00 AM,,45.0,,45,False,False,Cook,"7000 N. McCormick Blvd, Lincolnwood, IL"
Lodge at Manito (The),1303 S. East Avenue,Manito,IL,61546,3099685330,5105819,2019 Jan 25 12:00:00 AM,2020 Jan 25 12:00:00 AM,24.0,24.0,,48,True,False,Mason,"1303 S. East Avenue, Manito, IL"
Lombard Place Assisted Living & MC,300 West 22nd Street,Lombard,nan,60148,6309537472,5105199,2018 Dec 11 12:00:00 AM,2019 Jun 11 12:00:00 AM,32.0,61.0,,93,True,False,Dupage,"300 West 22nd Street, Lombard, IL"
Luther Center,111 W. State St,Rockford,IL,61101,8159650055,5105900,2018 Aug 27 12:00:00 AM,2019 Aug 27 12:00:00 AM,,29.0,,29,False,False,Winnebago,"111 W. State St, Rockford, IL"
Luther Oaks Inc.,601 Lutz Rd,Bloomington,IL,61704,3096645940,5102642,2018 Feb 27 12:00:00 AM,2020 Feb 27 12:00:00 AM,18.0,40.0,,58,True,False,Mclean,"601 Lutz Rd, Bloomington, IL"
Luther Place Assisted Living,403 North 4th Street,Danforth,nan,60930,8152692970,5106502,2017 Dec 31 12:00:00 AM,2019 Dec 31 12:00:00 AM,,,20.0,20,False,False,Iroquois,"403 North 4th Street, Danforth, IL"
Magnolia House,22 Pinewood Drive,Carbondale,IL,62901,6185199560,5201865,2019 Jan 24 12:00:00 AM,2019 May 24 12:00:00 AM,,8.0,,8,False,False,Jackson,"22 Pinewood Drive, Carbondale, IL"
Manteno Springs,600 N Birch St,Manteno,IL,60950,8154686896,5100943,2019 Feb 13 12:00:00 AM,2020 Feb 13 12:00:00 AM,,22.0,,22,False,False,Kankakee,"600 N Birch St, Manteno, IL"
Maple Glen Memory Care,750 S. Park Blvd,Glen Ellyn,IL,60137,6304740991,5105967,2019 Feb 13 12:00:00 AM,2020 Feb 13 12:00:00 AM,46.0,,,46,True,True,Dupage,"750 S. Park Blvd, Glen Ellyn, IL"
Maple Grove Memory Care Red,401 South Adams,Carthage,nan,62321,2173578800,5201337,2019 Jan 11 12:00:00 AM,2020 Jan 11 12:00:00 AM,10.0,,,10,True,False,Hancock,"401 South Adams, Carthage, IL"
Maple Grove Memory Care Silver,403 South Adams,Carthage,nan,62321,2173578800,5201345,2019 Jan 11 12:00:00 AM,2020 Jan 11 12:00:00 AM,10.0,,,10,True,False,Hancock,"403 South Adams, Carthage, IL"
Marian Village,15624 Marian Dr,Homer Glen,IL,60491,7082263780,5100588,2018 Dec 02 12:00:00 AM,2020 Dec 02 12:00:00 AM,,27.0,,27,False,False,Will,"15624 Marian Dr, Homer Glen, IL"
Marley Oaks AL Residence,12631 W. 187th St,Mokena,IL,60448,8154855860,5201766,2018 Oct 12 12:00:00 AM,2019 Oct 12 12:00:00 AM,,10.0,,10,False,False,Will,"12631 W. 187th St, Mokena, IL"
Mary Lou's Country Home,11629 Maurer Rd,Buffalo,IL,62515,2175253733,5201113,2018 Jun 04 12:00:00 AM,2019 Jun 04 12:00:00 AM,,7.0,,7,False,True,Sangamon,"11629 Maurer Rd, Buffalo, IL"
Mather (The),425 Davis St.,Evanston,IL,60201,8474925000,5103350,2018 Jul 22 12:00:00 AM,2019 Jul 22 12:00:00 AM,12.0,10.0,,22,True,False,Cook,"425 Davis St., Evanston, IL"
"Meadows of Franklin Grove, The",510 N. State Street,Franklin Grove,nan,61031,8154563000,5105157,2018 Nov 08 12:00:00 AM,2019 Nov 08 12:00:00 AM,,44.0,,44,False,False,Lee,"510 N. State Street, Franklin Grove, IL"
"Mercy Circle
(11/25/13)",3659 West 99th Street,Chicago,IL,60655,7732533600,5104507,2018 Jun 17 12:00:00 AM,2020 Jun 17 12:00:00 AM,9.0,34.0,,43,True,False,Cook,"3659 West 99th Street, Chicago, IL"
Meridian Village Association,27 Auerbach Place,Glen Carbon,IL,62034,6182883700,5101701,2018 Apr 25 12:00:00 AM,2020 Apr 25 12:00:00 AM,14.0,54.0,,68,True,False,Madison,"27 Auerbach Place, Glen Carbon, IL"
Mill Creek Alzheimer's SCC,3319 Ginger Creek Dr,Springfield,nan,62711,2177267900,5104119,2018 Jul 12 12:00:00 AM,2019 Aug 31 12:00:00 AM,38.0,,,38,True,False,Sangamon,"3319 Ginger Creek Dr, Springfield, IL"
Montgomery Place,5550 South Shore Drive,Chicago,IL,60637,7737534100,5103046,2018 Dec 24 12:00:00 AM,2020 Apr 17 12:00:00 AM,6.0,13.0,,19,True,False,Cook,"5550 South Shore Drive, Chicago, IL"
"Moorings of Arlington Heights, LLC  (MC)",1061 S. Moorings Drive,Arlington Heights,IL,60005,8479564500,5106858,2019 May 01 12:00:00 AM,2019 Sep 01 12:00:00 AM,20.0,,,20,True,False,Cook,"1061 S. Moorings Drive, Arlington Heights, IL"
"Moorings of Arlington Heights, LLC (AL)",1071 S. Moorings Dr,Arlington Heights,IL,60005,8479564500,5106148,2018 May 12 12:00:00 AM,2019 May 12 12:00:00 AM,,73.0,,73,False,False,Cook,"1071 S. Moorings Dr, Arlington Heights, IL"
"Morning Star Village, Inc.",1160 North Mulford Road,Rockford,IL,61107,8154849500,5103202,2018 Nov 20 12:00:00 AM,2019 Nov 20 12:00:00 AM,,75.0,,75,False,False,Winnebago,"1160 North Mulford Road, Rockford, IL"
Morningside of Godfrey,1373 D'Adrian Professional Park,Godfrey,nan,62035,6184677062,5105108,2018 Aug 01 12:00:00 AM,2019 Aug 01 12:00:00 AM,17.0,61.0,,78,True,False,Madison,"1373 D'Adrian Professional Park, Godfrey, IL"
Morningside of Pekin,2700 S. 14th Street,Pekin,nan,61544,3099294131,5105074,2018 Jul 24 12:00:00 AM,2019 Jul 24 12:00:00 AM,,61.0,,61,False,False,Tazewell,"2700 S. 14th Street, Pekin, IL"
Morningside of Shiloh,1201 Hartman Lane,Shiloh,nan,62221,6184762760,5105751,2018 Apr 08 12:00:00 AM,2020 Apr 08 12:00:00 AM,,63.0,,63,False,False,St Clair,"1201 Hartman Lane, Shiloh, IL"
Morningside of Sterling,2705 Avenue E,Sterling,IL,61081,8156256601,5105116,2019 Mar 01 12:00:00 AM,2020 Mar 01 12:00:00 AM,26.0,61.0,,87,True,False,Whiteside,"2705 Avenue E, Sterling, IL"
Morningside of Troy,39 Dorothy Drive,Troy,nan,62294,6186671342,5105744,2019 Apr 08 12:00:00 AM,2020 Apr 08 12:00:00 AM,,63.0,,63,False,False,Madison,"39 Dorothy Drive, Troy, IL"
Morningside of Washington,100 Grand Victorian Place,Washington,nan,61571,3094447400,5105082,2018 Jul 27 12:00:00 AM,2019 Jul 27 12:00:00 AM,,61.0,,61,False,False,Tazewell,"100 Grand Victorian Place, Washington, IL"
Neighbors Next Door - Gerten 700,700 Gerten Ave,Aurora,IL,60505,6306505706,5200743,2017 Jun 08 12:00:00 AM,2019 Jun 08 12:00:00 AM,,4.0,,4,False,False,Kane,"700 Gerten Ave, Aurora, IL"
Neighbors Next Door - Gerten 701,701 Gerten Avenue,Aurora,IL,60505,6306505706,5200891,2017 Jun 08 12:00:00 AM,2019 Jun 08 12:00:00 AM,,4.0,,4,False,False,Kane,"701 Gerten Avenue, Aurora, IL"
Neighbors Next Door Konen,735 Konen Avenue,Aurora,IL,60505,6306505706,5200909,2017 Jun 08 12:00:00 AM,2019 Jun 08 12:00:00 AM,,4.0,,4,False,False,Kane,"735 Konen Avenue, Aurora, IL"
Neighbors Next Door-Audrey,680 Audrey Ave,Aurora,IL,60505,6306505706,5200735,2017 Jun 08 12:00:00 AM,2019 Jun 08 12:00:00 AM,,4.0,,4,False,False,Kane,"680 Audrey Ave, Aurora, IL"
New Perspective-Silvis,1900 Tenth St.,Silvis,IL,61282,3097922800,5102444,2018 May 03 12:00:00 AM,2020 May 03 12:00:00 AM,18.0,43.0,20.0,81,True,False,Rock Island,"1900 Tenth St., Silvis, IL"
North Shore Place,1000 Sunset Ridge Road,Northbrook,nan,60062,2243262600,5106163,2019 Jan 01 12:00:00 AM,2020 Jan 01 12:00:00 AM,40.0,116.0,,156,True,False,Cook,"1000 Sunset Ridge Road, Northbrook, IL"
Northbrook Inn Memory Care,99 Pointe Drive,Northbrook,nan,60062,2242310690,5105512,2018 Nov 30 12:00:00 AM,2019 May 30 12:00:00 AM,49.0,,,49,True,True,Cook,"99 Pointe Drive, Northbrook, IL"
Northpointe Terrace,5601 E. Rockton Rd,Roscoe,IL,61073,8155254800,5102352,2018 Apr 25 12:00:00 AM,2020 Apr 25 12:00:00 AM,,24.0,,24,False,False,Winnebago,"5601 E. Rockton Rd, Roscoe, IL"
Norwood Crossing,6016-20 N. Nina Ave,Chicago,IL,60631,7736314856,5103137,2019 Jan 23 12:00:00 AM,2020 Jan 23 12:00:00 AM,20.0,35.0,,55,True,False,Cook,"6016-20 N. Nina Ave, Chicago, IL"
Oak Park Arms,408 S. Oak Park Ave,Oak Park,IL,60302,7083864040,5100984,2017 May 13 12:00:00 AM,2019 May 13 12:00:00 AM,,47.0,13.0,60,False,False,Cook,"408 S. Oak Park Ave, Oak Park, IL"
Oakley Courts,3117 Kunkle Blvd,Freeport,IL,61032,8152335129,5100992,2019 Mar 21 12:00:00 AM,2020 Mar 21 12:00:00 AM,17.0,29.0,,46,True,False,Stephenson,"3117 Kunkle Blvd, Freeport, IL"
Overlook Village Assisted,941 6th Street,Moline,IL,61265,3095584986,5106536,2018 Dec 23 12:00:00 AM,2019 Dec 23 12:00:00 AM,18.0,52.0,,70,False,False,Rock Island,"941 6th Street, Moline, IL"
Park Place Christian Community,1150 Euclid Avenue,Elmhurst,nan,60126,6309364100,5103913,2018 Nov 12 12:00:00 AM,2019 Nov 12 12:00:00 AM,20.0,46.0,,66,True,False,Dupage,"1150 Euclid Avenue, Elmhurst, IL"
Park Vista Retirement Living,1451 20th Ave,East Moline,IL,61244,3097529711,5104598,2018 May 01 12:00:00 AM,2020 May 01 12:00:00 AM,27.0,1.0,67.0,95,True,False,Rock Island,"1451 20th Ave, East Moline, IL"
Parkway Gardens,379 Fountains Parkway,Fairview Heights,IL,62208,6186229940,5103517,2019 Jan 27 12:00:00 AM,2020 Jan 27 12:00:00 AM,,28.0,,28,False,True,St Clair,"379 Fountains Parkway, Fairview Heights, IL"
Patrician Home,1511 N. Bigelow St,Peoria,IL,61604,3096858716,5201816,2018 May 05 12:00:00 AM,2019 May 05 12:00:00 AM,,10.0,,10,False,False,Peoria,"1511 N. Bigelow St, Peoria, IL"
Peace Village,10300 Village Circle Dr,Palos Park,IL,60464,7086712470,5101065,2018 Aug 19 12:00:00 AM,2019 Aug 19 12:00:00 AM,16.0,49.0,,65,True,False,Cook,"10300 Village Circle Dr, Palos Park, IL"
Pleasant Dale Place,28719 Pleasant Dale,Girard,IL,62640,2176273093,5201097,2017 Nov 30 12:00:00 AM,2019 Nov 30 12:00:00 AM,,4.0,,4,False,False,Macoupin,"28719 Pleasant Dale, Girard, IL"
Pleasant Hill Residence,1016 W. North St.,Girard,nan,62640,2176279502,5104440,2018 Nov 27 12:00:00 AM,2020 Nov 27 12:00:00 AM,,,25.0,25,False,False,Macoupin,"1016 W. North St., Girard, IL"
Pleasant View Hearthstone AL,505 College Ave,Ottawa,IL,61350,8155871001,5103681,2017 Dec 29 12:00:00 AM,2019 Dec 29 12:00:00 AM,,41.0,,41,False,False,Lasalle,"505 College Ave, Ottawa, IL"
"Plymouth Place, Inc.",315 N. LaGrange Rd,Lagrange Park,IL,60526,7084826848,5102782,2018 May 08 12:00:00 AM,2019 May 08 12:00:00 AM,26.0,52.0,,78,True,False,Cook,"315 N. LaGrange Rd, Lagrange Park, IL"
Porter Place,17833 Harlem Ave,Tinley Park,nan,60477,7087811050,5105488,2018 Dec 02 12:00:00 AM,2019 Dec 02 12:00:00 AM,66.0,,,66,True,False,Cook,"17833 Harlem Ave, Tinley Park, IL"
Prairie Ridge of Galena,1 Prairie Ridge Drive,Galena,IL,61036,8152812393,5105868,2018 Dec 14 12:00:00 AM,2019 Dec 14 12:00:00 AM,14.0,,,14,True,False,Jo Daviess,"1 Prairie Ridge Drive, Galena, IL"
Prairie View Assisted Living,500 E. McNair Rd,Winnebago,IL,61088,8153351800,5104234,2019 Apr 02 12:00:00 AM,2020 Apr 02 12:00:00 AM,,30.0,,30,False,False,Winnebago,"500 E. McNair Rd, Winnebago, IL"
Prairieview at the Garlands,6000 Garlands Lane,Barrington,nan,60010,8478523400,5101529,2019 Jan 14 12:00:00 AM,2020 Jan 14 12:00:00 AM,20.0,30.0,,50,True,False,Lake,"6000 Garlands Lane, Barrington, IL"
Presence Bethlehem Woods Ret Comm,1571 W. Ogden Ave,Lagrange Park,IL,60526,7085793663,5100216,2018 Aug 24 12:00:00 AM,2019 Aug 24 12:00:00 AM,,64.0,,64,False,False,Cook,"1571 W. Ogden Ave, Lagrange Park, IL"
Presence Fox Knoll,421 N. Lake St,Aurora,IL,60506,6308440380,5101073,2018 Jun 03 12:00:00 AM,2019 Jun 03 12:00:00 AM,15.0,64.0,,79,True,False,Kane,"421 N. Lake St, Aurora, IL"
Presence Heritage Lodge,995 N. Entrance Ave,Kankakee,IL,60901,8159363229,5101081,2018 Jul 29 12:00:00 AM,2020 Jul 29 12:00:00 AM,,26.0,,26,False,False,Kankakee,"995 N. Entrance Ave, Kankakee, IL"
Presence Resurrection Retirement Community,7262 W. Peterson Ave,Chicago,IL,60631,7737927930,5101685,2019 Feb 14 12:00:00 AM,2021 Feb 14 12:00:00 AM,,37.0,,37,False,False,Cook,"7262 W. Peterson Ave, Chicago, IL"
Primrose of Decatur,1145 W. Arbor Drive,Decatur,nan,62526,2178721800,5104259,2019 Apr 17 12:00:00 AM,2021 Apr 17 12:00:00 AM,,32.0,36.0,68,False,False,Macon,"1145 W. Arbor Drive, Decatur, IL"
Providence Place,100 Faith Dr.,Highland,IL,62249,6186544600,5101099,2018 Nov 26 12:00:00 AM,2019 Nov 26 12:00:00 AM,,36.0,,36,False,False,Madison,"100 Faith Dr., Highland, IL"
R & R Country Care LLC,1026 Janet Dr,Ruma,IL,62278,6182828585,5105520,2019 Mar 03 12:00:00 AM,2020 Mar 03 12:00:00 AM,,15.0,,15,False,False,Randolph,"1026 Janet Dr, Ruma, IL"
Radcliff at Wood Dale (The),276 East Irving Park Rd.,Wood Dale,IL,60191,6302422988,5106080,2019 Feb 12 12:00:00 AM,2020 Feb 12 12:00:00 AM,42.0,73.0,,115,False,False,Dupage,"276 East Irving Park Rd., Wood Dale, IL"
Radford Green,960 Audubon Way,Lincolnshire,IL,60069,8478762401,5106593,2019 Mar 27 12:00:00 AM,2019 Dec 03 12:00:00 AM,19.0,18.0,,37,True,False,Lake,"960 Audubon Way, Lincolnshire, IL"
Randall Residence of Decatur,1415 W Mound Rd.,Decatur,IL,62526,2178775327,5105876,2018 Jul 31 12:00:00 AM,2020 Jul 31 12:00:00 AM,15.0,40.0,,55,True,False,Macon,"1415 W Mound Rd., Decatur, IL"
Red Oak Estates,435 N. 16th St,Canton,IL,61520,3096472475,5101867,2019 Feb 17 12:00:00 AM,2020 Feb 17 12:00:00 AM,,43.0,,43,False,False,Fulton,"435 N. 16th St, Canton, IL"
Red Oak Memory Care,421 N 16th Ave,Canton,nan,61520,3096471732,5105561,2018 Dec 08 12:00:00 AM,2019 Dec 08 12:00:00 AM,24.0,,,24,True,False,Fulton,"421 N 16th Ave, Canton, IL"
Reflections at Garden Place,710 S. Main,Columbia,IL,62236,6182813388,5106023,2018 Sep 22 12:00:00 AM,2019 Sep 22 12:00:00 AM,19.0,,,19,True,False,Monroe,"710 S. Main, Columbia, IL"
Reflections Memory Care - Chatham,401 N. Park Avenue,Chatham,IL,62629,2174834490,5104648,2018 Feb 17 12:00:00 AM,2020 Feb 17 12:00:00 AM,32.0,,,32,True,True,Sangamon,"401 N. Park Avenue, Chatham, IL"
Reflections Memory Care - Herrin,517 Rushing Drive,Carterville,IL,62918,6189882889,5104630,2018 Apr 01 12:00:00 AM,2020 Apr 01 12:00:00 AM,32.0,,,32,True,False,Williamson,"517 Rushing Drive, Carterville, IL"
Reflections Memory Care - Morton,1717 North Main,Morton,IL,61550,3093218690,5106742,2019 Mar 16 12:00:00 AM,2020 Mar 16 12:00:00 AM,32.0,,,32,True,False,Tazewell,"1717 North Main, Morton, IL"
Reflections Memory Care - Savoy,62 E. Airport Road,Savoy,nan,61874,2173596073,5104952,2018 Dec 15 12:00:00 AM,2019 Dec 15 12:00:00 AM,32.0,,,32,True,True,Champaign,"62 E. Airport Road, Savoy, IL"
Reflections Memory Care - Washington,1280 Independence Court,Washington,nan,61571,3095087200,5104465,2018 Sep 27 12:00:00 AM,2019 Sep 27 12:00:00 AM,32.0,,,32,True,True,Tazewell,"1280 Independence Court, Washington, IL"
Reserve of Geneva (The),2508 Kaneville Rd,Geneva,nan,60134,6302089188,5105785,2019 Feb 20 12:00:00 AM,2020 Feb 20 12:00:00 AM,,9.0,3.0,12,False,False,Kane,"2508 Kaneville Rd, Geneva, IL"
Residential Living Center Inc,608 East Illinois Highway 15,Mt. Vernon,nan,62864,6182449318,5105322,2019 Mar 01 12:00:00 AM,2020 Mar 01 12:00:00 AM,16.0,32.0,,48,True,False,Jefferson,"608 East Illinois Highway 15, Mt. Vernon, IL"
