"Est Name","Address","City","State","Zip","Phone","License Number","Issued","Expires","AZ","Reg","FL","Total","Alzheimer","Adult Day","County"
"Manteno Springs","600 N Birch St","Manteno","IL","60950","8154686896","5100943","2019 Feb 13 12:00:00 AM","2020 Feb 13 12:00:00 AM",,"22",,"22","false","false","Kankakee"
"Maple Glen Memory Care","750 S. Park Blvd","Glen Ellyn","IL","60137","6304740991","5105967","2019 Feb 13 12:00:00 AM","2020 Feb 13 12:00:00 AM","46",,,"46","true","true","DuPage"
"Maple Grove Memory Care Red","401 South Adams","Carthage",,"62321","2173578800","5201337","2019 Jan 11 12:00:00 AM","2020 Jan 11 12:00:00 AM","10",,,"10","true","false","Hancock"
"Maple Grove Memory Care Silver","403 South Adams","Carthage",,"62321","2173578800","5201345","2019 Jan 11 12:00:00 AM","2020 Jan 11 12:00:00 AM","10",,,"10","true","false","Hancock"
"Marian Village","15624 Marian Dr","Homer Glen","IL","60491","7082263780","5100588","2018 Dec 02 12:00:00 AM","2020 Dec 02 12:00:00 AM",,"27",,"27","false","false","Will"
"Marley Oaks AL Residence","12631 W. 187th St","Mokena","IL","60448","8154855860","5201766","2018 Oct 12 12:00:00 AM","2019 Oct 12 12:00:00 AM",,"10",,"10","false","false","Will"
"Mary Lou's Country Home","11629 Maurer Rd","Buffalo","IL","62515","2175253733","5201113","2018 Jun 04 12:00:00 AM","2019 Jun 04 12:00:00 AM",,"7",,"7","false","true","Sangamon"
"Mather (The)","425 Davis St.","Evanston","IL","60201","8474925000","5103350","2018 Jul 22 12:00:00 AM","2019 Jul 22 12:00:00 AM","12","10",,"22","true","false","Cook"
"Meadows of Franklin Grove, The","510 N. State Street","Franklin Grove",,"61031","8154563000","5105157","2018 Nov 08 12:00:00 AM","2019 Nov 08 12:00:00 AM",,"44",,"44","false","false","Lee"
"Mercy Circle
(11/25/13)","3659 West 99th Street","Chicago","IL","60655","7732533600","5104507","2018 Jun 17 12:00:00 AM","2020 Jun 17 12:00:00 AM","9","34",,"43","true","false","Cook"
"Meridian Village Association","27 Auerbach Place","Glen Carbon","IL","62034","6182883700","5101701","2018 Apr 25 12:00:00 AM","2020 Apr 25 12:00:00 AM","14","54",,"68","true","false","Madison"
"Mill Creek Alzheimer's SCC","3319 Ginger Creek Dr","Springfield",,"62711","2177267900","5104119","2018 Jul 12 12:00:00 AM","2019 Aug 31 12:00:00 AM","38",,,"38","true","false","Sangamon"
"Montgomery Place","5550 South Shore Drive","Chicago","IL","60637","7737534100","5103046","2018 Dec 24 12:00:00 AM","2020 Apr 17 12:00:00 AM","6","13",,"19","true","false","Cook"
"Moorings of Arlington Heights, LLC  (MC)","1061 S. Moorings Drive","Arlington Heights","IL","60005","8479564500","5106858","2019 May 01 12:00:00 AM","2019 Sep 01 12:00:00 AM","20",,,"20","true","false","Cook"
"Moorings of Arlington Heights, LLC (AL)","1071 S. Moorings Dr","Arlington Heights","IL","60005","8479564500","5106148","2018 May 12 12:00:00 AM","2019 May 12 12:00:00 AM",,"73",,"73","false","false","Cook"
"Morning Star Village, Inc.","1160 North Mulford Road","Rockford","IL","61107","8154849500","5103202","2018 Nov 20 12:00:00 AM","2019 Nov 20 12:00:00 AM",,"75",,"75","false","false","Winnebago"
"Morningside of Godfrey","1373 D'Adrian Professional Park","Godfrey",,"62035","6184677062","5105108","2018 Aug 01 12:00:00 AM","2019 Aug 01 12:00:00 AM","17","61",,"78","true","false","Madison"
"Morningside of Pekin","2700 S. 14th Street","Pekin",,"61544","3099294131","5105074","2018 Jul 24 12:00:00 AM","2019 Jul 24 12:00:00 AM",,"61",,"61","false","false","Tazewell"
"Morningside of Shiloh","1201 Hartman Lane","Shiloh",,"62221","6184762760","5105751","2018 Apr 08 12:00:00 AM","2020 Apr 08 12:00:00 AM",,"63",,"63","false","false","St Clair"
"Morningside of Sterling","2705 Avenue E","Sterling","IL","61081","8156256601","5105116","2019 Mar 01 12:00:00 AM","2020 Mar 01 12:00:00 AM","26","61",,"87","true","false","Whiteside"
"Morningside of Troy","39 Dorothy Drive","Troy",,"62294","6186671342","5105744","2019 Apr 08 12:00:00 AM","2020 Apr 08 12:00:00 AM",,"63",,"63","false","false","Madison"
"Morningside of Washington","100 Grand Victorian Place","Washington",,"61571","3094447400","5105082","2018 Jul 27 12:00:00 AM","2019 Jul 27 12:00:00 AM",,"61",,"61","false","false","Tazewell"
"Neighbors Next Door - Gerten 700","700 Gerten Ave","Aurora","IL","60505","6306505706","5200743","2017 Jun 08 12:00:00 AM","2019 Jun 08 12:00:00 AM",,"4",,"4","false","false","Kane"
"Neighbors Next Door - Gerten 701","701 Gerten Avenue","Aurora","IL","60505","6306505706","5200891","2017 Jun 08 12:00:00 AM","2019 Jun 08 12:00:00 AM",,"4",,"4","false","false","Kane"
"Neighbors Next Door Konen","735 Konen Avenue","Aurora","IL","60505","6306505706","5200909","2017 Jun 08 12:00:00 AM","2019 Jun 08 12:00:00 AM",,"4",,"4","false","false","Kane"
"Neighbors Next Door-Audrey","680 Audrey Ave","Aurora","IL","60505","6306505706","5200735","2017 Jun 08 12:00:00 AM","2019 Jun 08 12:00:00 AM",,"4",,"4","false","false","Kane"
"New Perspective-Silvis","1900 Tenth St.","Silvis","IL","61282","3097922800","5102444","2018 May 03 12:00:00 AM","2020 May 03 12:00:00 AM","18","43","20","81","true","false","Rock Island"
"North Shore Place","1000 Sunset Ridge Road","Northbrook",,"60062","2243262600","5106163","2019 Jan 01 12:00:00 AM","2020 Jan 01 12:00:00 AM","40","116",,"156","true","false","Cook"
"Northbrook Inn Memory Care","99 Pointe Drive","Northbrook",,"60062","2242310690","5105512","2018 Nov 30 12:00:00 AM","2019 May 30 12:00:00 AM","49",,,"49","true","true","Cook"
"Northpointe Terrace","5601 E. Rockton Rd","Roscoe","IL","61073","8155254800","5102352","2018 Apr 25 12:00:00 AM","2020 Apr 25 12:00:00 AM",,"24",,"24","false","false","Winnebago"
"Norwood Crossing","6016-20 N. Nina Ave","Chicago","IL","60631","7736314856","5103137","2019 Jan 23 12:00:00 AM","2020 Jan 23 12:00:00 AM","20","35",,"55","true","false","Cook"
"Oak Park Arms","408 S. Oak Park Ave","Oak Park","IL","60302","7083864040","5100984","2017 May 13 12:00:00 AM","2019 May 13 12:00:00 AM",,"47","13","60","false","false","Cook"
"Oakley Courts","3117 Kunkle Blvd","Freeport","IL","61032","8152335129","5100992","2019 Mar 21 12:00:00 AM","2020 Mar 21 12:00:00 AM","17","29",,"46","true","false","Stephenson"
"Overlook Village Assisted","941 6th Street","Moline","IL","61265","3095584986","5106536","2018 Dec 23 12:00:00 AM","2019 Dec 23 12:00:00 AM","18","52",,"70","false","false","Rock Island"
"Park Place Christian Community","1150 Euclid Avenue","Elmhurst",,"60126","6309364100","5103913","2018 Nov 12 12:00:00 AM","2019 Nov 12 12:00:00 AM","20","46",,"66","true","false","DuPage"
"Park Vista Retirement Living","1451 20th Ave","East Moline","IL","61244","3097529711","5104598","2018 May 01 12:00:00 AM","2020 May 01 12:00:00 AM","27","1","67","95","true","false","Rock Island"
"Parkway Gardens","379 Fountains Parkway","Fairview Heights","IL","62208","6186229940","5103517","2019 Jan 27 12:00:00 AM","2020 Jan 27 12:00:00 AM",,"28",,"28","false","true","St Clair"
"Patrician Home","1511 N. Bigelow St","Peoria","IL","61604","3096858716","5201816","2018 May 05 12:00:00 AM","2019 May 05 12:00:00 AM",,"10",,"10","false","false","Peoria"
"Peace Village","10300 Village Circle Dr","Palos Park","IL","60464","7086712470","5101065","2018 Aug 19 12:00:00 AM","2019 Aug 19 12:00:00 AM","16","49",,"65","true","false","Cook"
"Pleasant Dale Place","28719 Pleasant Dale","Girard","IL","62640","2176273093","5201097","2017 Nov 30 12:00:00 AM","2019 Nov 30 12:00:00 AM",,"4",,"4","false","false","Macoupin"
"Pleasant Hill Residence","1016 W. North St.","Girard",,"62640","2176279502","5104440","2018 Nov 27 12:00:00 AM","2020 Nov 27 12:00:00 AM",,,"25","25","false","false","Macoupin"
"Pleasant View Hearthstone AL","505 College Ave","Ottawa","IL","61350","8155871001","5103681","2017 Dec 29 12:00:00 AM","2019 Dec 29 12:00:00 AM",,"41",,"41","false","false","LaSalle"
"Plymouth Place, Inc.","315 N. LaGrange Rd","LaGrange Park","IL","60526","7084826848","5102782","2018 May 08 12:00:00 AM","2019 May 08 12:00:00 AM","26","52",,"78","true","false","Cook"
"Porter Place","17833 Harlem Ave","Tinley Park",,"60477","7087811050","5105488","2018 Dec 02 12:00:00 AM","2019 Dec 02 12:00:00 AM","66",,,"66","true","false","Cook"
"Prairie Ridge of Galena","1 Prairie Ridge Drive","Galena","IL","61036","8152812393","5105868","2018 Dec 14 12:00:00 AM","2019 Dec 14 12:00:00 AM","14",,,"14","true","false","Jo Daviess"
"Prairie View Assisted Living","500 E. McNair Rd","Winnebago","IL","61088","8153351800","5104234","2019 Apr 02 12:00:00 AM","2020 Apr 02 12:00:00 AM",,"30",,"30","false","false","Winnebago"
"Prairieview at the Garlands","6000 Garlands Lane","Barrington",,"60010","8478523400","5101529","2019 Jan 14 12:00:00 AM","2020 Jan 14 12:00:00 AM","20","30",,"50","true","false","Lake"
"Presence Bethlehem Woods Ret Comm","1571 W. Ogden Ave","LaGrange Park","IL","60526","7085793663","5100216","2018 Aug 24 12:00:00 AM","2019 Aug 24 12:00:00 AM",,"64",,"64","false","false","Cook"
"Presence Fox Knoll","421 N. Lake St","Aurora","IL","60506","6308440380","5101073","2018 Jun 03 12:00:00 AM","2019 Jun 03 12:00:00 AM","15","64",,"79","true","false","Kane"
"Presence Heritage Lodge","995 N. Entrance Ave","Kankakee","IL","60901","8159363229","5101081","2018 Jul 29 12:00:00 AM","2020 Jul 29 12:00:00 AM",,"26",,"26","false","false","Kankakee"
"Presence Resurrection Retirement Community","7262 W. Peterson Ave","Chicago","IL","60631","7737927930","5101685","2019 Feb 14 12:00:00 AM","2021 Feb 14 12:00:00 AM",,"37",,"37","false","false","Cook"
"Primrose of Decatur","1145 W. Arbor Drive","Decatur",,"62526","2178721800","5104259","2019 Apr 17 12:00:00 AM","2021 Apr 17 12:00:00 AM",,"32","36","68","false","false","Macon"
"Providence Place","100 Faith Dr.","Highland","IL","62249","6186544600","5101099","2018 Nov 26 12:00:00 AM","2019 Nov 26 12:00:00 AM",,"36",,"36","false","false","Madison"
"R & R Country Care LLC","1026 Janet Dr","Ruma","IL","62278","6182828585","5105520","2019 Mar 03 12:00:00 AM","2020 Mar 03 12:00:00 AM",,"15",,"15","false","false","Randolph"
"Radcliff at Wood Dale (The)","276 East Irving Park Rd.","Wood Dale","IL","60191","6302422988","5106080","2019 Feb 12 12:00:00 AM","2020 Feb 12 12:00:00 AM","42","73",,"115","false","false","DuPage"
"Radford Green","960 Audubon Way","Lincolnshire","IL","60069","8478762401","5106593","2019 Mar 27 12:00:00 AM","2019 Dec 03 12:00:00 AM","19","18",,"37","true","false","Lake"
"Randall Residence of Decatur","1415 W Mound Rd.","Decatur","IL","62526","2178775327","5105876","2018 Jul 31 12:00:00 AM","2020 Jul 31 12:00:00 AM","15","40",,"55","true","false","Macon"
"Red Oak Estates","435 N. 16th St","Canton","IL","61520","3096472475","5101867","2019 Feb 17 12:00:00 AM","2020 Feb 17 12:00:00 AM",,"43",,"43","false","false","Fulton"
"Red Oak Memory Care","421 N 16th Ave","Canton",,"61520","3096471732","5105561","2018 Dec 08 12:00:00 AM","2019 Dec 08 12:00:00 AM","24",,,"24","true","false","Fulton"
"Reflections at Garden Place","710 S. Main","Columbia","IL","62236","6182813388","5106023","2018 Sep 22 12:00:00 AM","2019 Sep 22 12:00:00 AM","19",,,"19","true","false","Monroe"
"Reflections Memory Care - Chatham","401 N. Park Avenue","Chatham","IL","62629","2174834490","5104648","2018 Feb 17 12:00:00 AM","2020 Feb 17 12:00:00 AM","32",,,"32","true","true","Sangamon"
"Reflections Memory Care - Herrin","517 Rushing Drive","Carterville","IL","62918","6189882889","5104630","2018 Apr 01 12:00:00 AM","2020 Apr 01 12:00:00 AM","32",,,"32","true","false","Williamson"
"Reflections Memory Care - Morton","1717 North Main","Morton","IL","61550","3093218690","5106742","2019 Mar 16 12:00:00 AM","2020 Mar 16 12:00:00 AM","32",,,"32","true","false","Tazewell"
"Reflections Memory Care - Savoy","62 E. Airport Road","Savoy",,"61874","2173596073","5104952","2018 Dec 15 12:00:00 AM","2019 Dec 15 12:00:00 AM","32",,,"32","true","true","Champaign"
"Reflections Memory Care - Washington","1280 Independence Court","Washington",,"61571","3095087200","5104465","2018 Sep 27 12:00:00 AM","2019 Sep 27 12:00:00 AM","32",,,"32","true","true","Tazewell"
"Reserve of Geneva (The)","2508 Kaneville Rd","Geneva",,"60134","6302089188","5105785","2019 Feb 20 12:00:00 AM","2020 Feb 20 12:00:00 AM",,"9","3","12","false","false","Kane"
"Residential Living Center Inc","608 East Illinois Highway 15","Mt. Vernon",,"62864","6182449318","5105322","2019 Mar 01 12:00:00 AM","2020 Mar 01 12:00:00 AM","16","32",,"48","true","false","Jefferson"
"Resthave Home of Whiteside","408 Maple Ave.","Morrison","IL","61270","8157724021","5104432","2018 Mar 18 12:00:00 AM","2020 Mar 18 12:00:00 AM",,"37",,"37","false","false","Whiteside"
"River Birch Senior Living","4016 Cockrell Lane","Springfield","IL","62711","2176984016","5200966","2018 Jun 04 12:00:00 AM","2019 Jun 04 12:00:00 AM","14",,,"14","true","true","Sangamon"
"River Birch Senior Living","4008 Cockrell Lane","Springfield","IL","62711","2176984008","5201071","2018 Jun 04 12:00:00 AM","2019 Jun 04 12:00:00 AM","14",,,"14","true","true","Sangamon"
"River Birch Senior Living","4012 Cockrell Lane","Springfield","IL","62711","2175470400","5200933","2018 Jun 04 12:00:00 AM","2019 Jun 04 12:00:00 AM",,"14",,"14","false","true","Sangamon"
"River Glen of St. Charles","975 North 5th Avenue","St. Charles","IL","60174","6304438220","5105827","2018 Apr 16 12:00:00 AM","2019 Apr 16 12:00:00 AM","15","63",,"78","true","false","Kane"
"Riverside Senior Life Bourb","85 E. Burns Rd","Bourbonnais",,"60914","8159353332","5104770","2019 Jan 28 12:00:00 AM","2021 Jan 28 12:00:00 AM","48","32",,"80","true","false","Kankakee"
"Riverside Senior Life Community","1485 Butterfield Trail","Kankakee","IL","60901","8159330793","5100323","2017 Jun 09 12:00:00 AM","2019 Jun 09 12:00:00 AM","20","76",,"96","true","false","Kankakee"
"Robin's Nest Assisted Living - 1522 Fargo","1522 Fargo Blvd","Geneva","IL","60134","6309352935","5201568","2018 Oct 03 12:00:00 AM","2019 Oct 03 12:00:00 AM","7",,,"7","true","false","Kane"
"Robin's Nest Assisted Living -1101 Geneva","1101 Geneva Rd","St. Charles",,"60174","6309352935","5201576","2018 Oct 03 12:00:00 AM","2019 Oct 03 12:00:00 AM","8",,,"8","true","false","Kane"
"Robin's Nest Assisted Living-1819 Fargo","1819 Fargo Blvd","Geneva","IL","60134","6309352935","5201592","2018 Oct 03 12:00:00 AM","2019 Apr 03 12:00:00 AM","7",,,"7","true","false","Kane"
"Rock Run Place Assisted Living","3320 Executive Drive","Joliet",,"60431","8157294773","5105660","2018 Dec 31 12:00:00 AM","2019 Dec 31 12:00:00 AM",,"101",,"101","false","false","Will"
"Rock Run Place Memory Care","3315 Executive Drive","Joliet",,"60431","8157252364","5105678","2018 Dec 31 12:00:00 AM","2019 Jun 30 12:00:00 AM","38",,,"38","true","false","Will"
"Rolling Hills Place","3521 16th St","Zion","IL","60099","8477462147","5101107","2018 Nov 21 12:00:00 AM","2019 Nov 21 12:00:00 AM",,"59",,"59","false","false","Lake"
"Roma Home Care Inc.","13740 S. Archer Ave","Lemont",,"60439","6303305644","5201261","2019 Feb 27 12:00:00 AM","2020 Feb 27 12:00:00 AM",,"4",,"4","false","false","Cook"
"Samaritan Place","6901 N. Galena Rd","Peoria","IL","61614","3096899661","5101123","2017 Dec 29 12:00:00 AM","2019 Dec 29 12:00:00 AM",,"63",,"63","false","false","Peoria"
"San Gabriel Memory Care","241 Magnolia Drive","Glen Carbon","IL","62034","6182055280","5105959","2019 Feb 10 12:00:00 AM","2020 Feb 10 12:00:00 AM","34",,,"34","true","false","Madison"
"San Gabriel Memory Care","813 Lars Hoffman Crossing","Godfrey","IL","62035","6184666447","5106486","2019 Jan 07 12:00:00 AM","2019 May 07 12:00:00 AM","34",,,"34","false","false","Madison"
"San Gabriel Memory Care","2509 Frank Watson Parkway","Highland",,"62249","6186514444","5104911","2018 Sep 14 12:00:00 AM","2019 Sep 14 12:00:00 AM","34",,,"34","true","false","Madison"
"Selfhelp Home, Inc","908 W Argyle","Chicago","IL","60640","7732710300","5102261","2019 Jan 22 12:00:00 AM","2019 Jul 22 12:00:00 AM",,,"60","60","false","false","Cook"
"Senior Star at Weber Place","600 S. Edward Dr","Romeoville","IL","60446","8154399955","5103319","2017 Dec 26 12:00:00 AM","2019 Dec 26 12:00:00 AM","77",,,"77","true","false","Will"
"Senior Star at Weber Place-AL","605 S. Edward Dr.","Romeoville","IL","60446","8154392033","5103368","2018 May 04 12:00:00 AM","2019 May 04 12:00:00 AM",,"187","18","205","false","false","Will"
"Serenity Assisted Living","4000 North Main Street","East Peoria","IL","61611","3092222424","5106213","2018 Aug 04 12:00:00 AM","2019 Aug 04 12:00:00 AM","18","54",,"72","true","false","Tazewell"
"Serenity Villa","1 Fairview Dr","Fairbury","IL","61739","8156922572","5106361","2018 Dec 17 12:00:00 AM","2019 Dec 17 12:00:00 AM","20",,,"20","false","false","Livingston"
"Shepherd Premier Senior Living","6809 Barnard Mill Road","Ringwood",,"60072","2243336247","5201485","2018 Dec 02 12:00:00 AM","2019 Dec 02 12:00:00 AM",,"7",,"7","false","false","McHenry"
"Sheridan at Green Oaks","29330 North Waukegan Rd","Lake Bluff","IL","60044","2245346660","5105884","2018 Aug 07 12:00:00 AM","2019 Aug 07 12:00:00 AM","56","64",,"120","true","true","Lake"
"Sheridan at Park Ridge (The)","501 Busse Highway","Park Ridge","IL","60068","8476530653","5106577","2019 Mar 01 12:00:00 AM","2020 Mar 01 12:00:00 AM","36","64",,"100","true","false","Cook"
"Sheridan at Tyler Creek (The)","508 North McLean","Elgin",,"60123","2242683268","5105629","2018 Sep 08 12:00:00 AM","2019 Sep 08 12:00:00 AM","32","64",,"96","true","false","Kane"
"Silverado #550 Lake Zurich","550 America Ct","Lake Zurich","IL","60047","8473076990","5103715","2018 Jul 30 12:00:00 AM","2019 Jul 30 12:00:00 AM","16",,,"16","true","false","Lake"
"Silverado #555 Lake Zurich","555 America Ct.","Lake Zurich","IL","60047","8473076990","5103723","2018 Jul 30 12:00:00 AM","2019 Jul 30 12:00:00 AM","16",,,"16","true","false","Lake"
"Silverado #579 Lake Zurich","579 America Ct.","Lake Zurich","IL","60047","8473076990","5103731","2018 Jul 30 12:00:00 AM","2019 Jul 30 12:00:00 AM","16",,,"16","true","false","Lake"
"Silverado #600 Lake Zurich","600 America Ct.","Lake Zurich",,"60047","8473076990","5103749","2018 Jul 30 12:00:00 AM","2019 Jul 30 12:00:00 AM","16",,,"16","true","false","Lake"
"Silverado Highland Park","1651 Richfield Ave","Highland Park",,"60035","2247650094","5104390","2019 Mar 04 12:00:00 AM","2020 Mar 04 12:00:00 AM","62",,,"62","true","false","Lake"
"Silverado Naperville","1936 Brookdale Road","Naperville",,"60563","6307789221","5105645","2018 Apr 06 12:00:00 AM","2019 Apr 06 12:00:00 AM","50",,,"50","true","false","DuPage"
"Silverado Orchard Park","5520 Lincoln Avenue","Morton Grove",,"60053","8475839800","5104382","2018 Oct 29 12:00:00 AM","2019 Oct 29 12:00:00 AM","84",,,"84","true","false","Cook"
"Silverado St. Charles","4058 E. Main Street","St. Charles","IL","60174","6307934464","5106494","2018 Dec 02 12:00:00 AM","2019 Dec 02 12:00:00 AM","55",,,"55","false","false","Kane"
"Simple Blessings","203 E. Monroe","Casey","IL","62420","2179322603","5200750","2017 Nov 15 12:00:00 AM","2019 Nov 15 12:00:00 AM",,"10",,"10","false","false","Clark"
"Simple Comfort Retirement Home","2412 Becker Dr","Peru","IL","61354","8152233045","5200768","2018 Oct 19 12:00:00 AM","2019 Oct 19 12:00:00 AM",,"6",,"6","false","false","LaSalle"
"Smith Crossing","10501 Emilie Ln","Orland Park","IL","60467","7083262326","5101677","2018 May 27 12:00:00 AM","2019 May 27 12:00:00 AM","16","46",,"62","true","false","Will"
"Smith Village","2320 W. 113th Place","Chicago","IL","60643","7734747314","5102006","2018 Jun 23 12:00:00 AM","2019 Jun 23 12:00:00 AM","24","58",,"82","true","false","Cook"
"Snyder Village Assisted Living","1115 Harbers Lane","Metamora","IL","61548","3093672500","5100950","2019 Mar 10 12:00:00 AM","2020 Mar 10 12:00:00 AM","20","45",,"65","true","false","Woodford"
"Solana Deer Park, The","21840 W. Lake Cook Road","Deer Park",,"60010","8475501927","5105389","2018 Sep 18 12:00:00 AM","2019 Sep 18 12:00:00 AM","24","60",,"84","true","false","Lake"
"Spring Meadows Libertyville","901 Florsheim Drive","Libertyville","IL","60048","8478169990","5103673","2018 Jul 30 12:00:00 AM","2019 Jul 30 12:00:00 AM","14","31","55","100","true","false","Lake"
"Spring Meadows Naperville","504 N River Rd","Naperville","IL","60563","6305484488","5103665","2019 Jan 30 12:00:00 AM","2020 Jan 30 12:00:00 AM","13","34","60","107","true","false","DuPage"
"Springfield Homes The Ranch","3363 Spaulding Orchard Road","Springfield","IL","62711","2176791030","5201873","2019 Mar 06 12:00:00 AM","2019 Jul 06 12:00:00 AM",,"5",,"5","false","false","Sangamon"
"Springs at Monarch Landing, The","2308 N. Route 59","Naperville",,"60563","6303001200","5106585","2018 Dec 03 12:00:00 AM","2019 Dec 03 12:00:00 AM","28",,,"28","true","false","DuPage"
"Springs of Vernon Hills (The)","350 South Milwaukee Ave","Vernon Hills",,"60061","8476349300","5106254","2019 Mar 29 12:00:00 AM","2020 Mar 29 12:00:00 AM","70",,,"70","true","false","Lake"
"St. James Villas Wellness, Rehab Villas","1251 East Richton Road","Crete",,"60417","7086726700","5104705","2018 Dec 16 12:00:00 AM","2019 Dec 16 12:00:00 AM","26","34",,"60","true","false","Will"
"St. Joseph Village of Chicago","4021 W. Belmont","Chicago","IL","60641","7733285500","5102030","2018 Apr 27 12:00:00 AM","2020 Apr 27 12:00:00 AM","25","15",,"40","true","false","Cook"
"Stillwater Senior Living, LLC","1111 University Drive","Edwardsville",,"62025","6186922273","5104903","2019 Apr 30 12:00:00 AM","2020 Apr 30 12:00:00 AM",,"46",,"46","false","false","Madison"
"Stonecroft Village Retirement Community","1700 Burlington St.","Mendota","IL","61342","8155385300","5106452","2018 Aug 01 12:00:00 AM","2019 Aug 01 12:00:00 AM",,"32",,"32","false","false","LaSalle"
"Sugar Creek Alzheimer's SCC","505 E Vernon Ave","Normal",,"61761","3094513000","5104127","2018 Aug 31 12:00:00 AM","2019 Aug 31 12:00:00 AM","38",,,"38","true","false","McLean"
"Summit of Uptown","10 N. Summit","Park Ridge",,"60068","8478251161","5106569","2019 Feb 18 12:00:00 AM","2020 Feb 18 12:00:00 AM","19",,"46","65","false","false","Cook"
"Sunrise of Barrington","510 Northwest Highway","Barrington",,"60010","8473828888","5104028","2018 Nov 08 12:00:00 AM","2020 Nov 08 12:00:00 AM","24","21",,"45","true","false","Lake"
"Sunrise of Bloomingdale","129 E Lake St.","Bloomingdale","IL","60108","6302958600","5101206","2018 Jul 08 12:00:00 AM","2019 Jul 08 12:00:00 AM","18","64",,"82","true","false","DuPage"
"Sunrise of Buffalo Grove","180 West Half Day Rd","Buffalo Grove","IL","60089","8474788484","5101214","2018 Jul 08 12:00:00 AM","2019 Jul 08 12:00:00 AM","24","55",,"79","true","false","Lake"
"Sunrise of Crystal Lake","751 E Terra Cotta Ave","Crystal Lake","IL","60014","8154446600","5101222","2018 Jul 08 12:00:00 AM","2019 Jul 08 12:00:00 AM","13","45",,"58","true","false","McHenry"
"Sunrise of Flossmoor","19715 Governor's Hwy","Flossmoor","IL","60422","7087981600","5101230","2018 Jul 08 12:00:00 AM","2019 Jul 08 12:00:00 AM","17","45",,"62","true","false","Cook"
"Sunrise of Fountain Square","2210 Fountain Square","Lombard","IL","60148","6308741405","5103343","2019 Feb 09 12:00:00 AM","2020 Feb 09 12:00:00 AM","20","60",,"80","true","false","DuPage"
"Sunrise of Gurnee","500 N. Hunt Club Rd.","Gurnee","IL","60031","8478568100","5101255","2018 Aug 21 12:00:00 AM","2019 Aug 21 12:00:00 AM","13","46",,"59","true","false","Lake"
"Sunrise of Highland Park","1601 Green Bay Road","Highland Park",,"60035","8476811620","5104275","2018 Jul 20 12:00:00 AM","2019 Jul 20 12:00:00 AM","19","56",,"75","true","false","Lake"
"Sunrise of Lincoln Park","2710 N. Clark St","Chicago","IL","60614","7732440005","5101263","2018 Jun 23 12:00:00 AM","2019 Jun 23 12:00:00 AM","14","46",,"60","true","false","Cook"
"Sunrise of Naperville","960 E. Chicago Ave.","Naperville","IL","60540","6305791400","5101271","2018 Jul 08 12:00:00 AM","2019 Jul 08 12:00:00 AM","16","60",,"76","true","false","DuPage"
"Sunrise of Naperville North","535 W. Ogden Ave.","Naperville","IL","60563","6303059400","5101289","2019 Mar 28 12:00:00 AM","2020 Mar 28 12:00:00 AM","33","44",,"77","true","false","DuPage"
"Sunrise of Palos Park","12828 S. LaGrange Rd.","Palos Park","IL","60464","7083613577","5101297","2018 Jul 08 12:00:00 AM","2019 Jul 08 12:00:00 AM","25","60",,"85","true","false","Cook"
"Sunrise of Park Ridge","1725 Ballard Rd.","Park Ridge","IL","60068","8478241724","5101305","2018 Jul 08 12:00:00 AM","2019 Jul 08 12:00:00 AM","39","71",,"110","true","false","Cook"
"Sunrise of Schaumburg","790 N. Plum Grove Rd","Schaumburg","IL","60193","8475179700","5101313","2018 Jul 08 12:00:00 AM","2019 Jul 08 12:00:00 AM","30","52",,"82","true","false","Cook"
"Sunrise of Willowbrook","6300 Clarendon Hill Rd","Willowbrook","IL","60527","6307349954","5101321","2018 Jul 08 12:00:00 AM","2019 Jul 08 12:00:00 AM","18","64",,"82","true","false","DuPage"
"Sunrise of Wilmette","615 Ridge Rd","Wilmette","IL","60091","8472561600","5106791","2019 Jan 01 12:00:00 AM","2019 May 01 12:00:00 AM","28",,,"28","false","false","Cook"
"Sunrise Villa Olympia Fields","3633 Breakers Drive","Olympia Fields",,"60461","7087473333","5105470","2018 Oct 17 12:00:00 AM","2019 Oct 17 12:00:00 AM",,"25","6","31","false","false","Cook"
"Sunset Haven","361 N. Alfred Ave","Elgin","IL","60123","8477421448","5200669","2017 Jul 28 12:00:00 AM","2019 Jul 28 12:00:00 AM",,"7",,"7","false","false","Kane"
"Sunshine Gardens","442 Comfort Drive","Marion",,"62959","6183640482","5105215","2019 Feb 25 12:00:00 AM","2020 Feb 25 12:00:00 AM","15","40","8","63","true","false","Williamson"
"Sycamore Village","217 Castellano Dr","Swansea","IL","62226","6182222571","5103863","2019 May 01 12:00:00 AM","2020 May 01 12:00:00 AM","82","27",,"109","true","false","St. Clair"
"Taylorville Estates Inc","705 South Houston Street","Taylorville",,"62568","2178242222","5104473","2018 Jun 13 12:00:00 AM","2020 Jun 13 12:00:00 AM",,"49",,"49","false","false","Christian"
"Terra Vista of Oakbrook Terrace LLC","1635 D. Ardmore Avenue","Oakbrook Terrace","IL","60181","6305340886","5105207","2019 Jan 23 12:00:00 AM","2020 Jan 23 12:00:00 AM","106",,,"106","true","false","DuPage"
"Terraces at The Clare","55 East Pearson Street","Chicago",,"60611","3127848100","5104044","2019 Feb 24 12:00:00 AM","2020 Feb 24 12:00:00 AM","13","26",,"39","true","false","Cook"
